,Address,Latitude,Longitude
0,Sadashiv Peth,18.5107764,73.8502149
1,Aundh,18.5618834,73.8101957
2,Bhosari,18.6210093,73.8501298
3,Kondhwa,18.4779905,73.8940627
4,Lohegaon,18.580374900000002,73.9182264958952
5,Baner,19.5322824,82.8086975
6,Katraj,18.4536792,73.8563196
7,Hadapsar,18.526967,73.9278252
8,Hinjawadi,18.5927532,73.7382151
9,Katraj,18.4536792,73.8563196
10,Warje,18.4820444,73.8001705
11,Sinhgad Road,18.454670399999998,73.8190089
12,Kondhwa,18.4779905,73.8940627
13,Sinhgad Road,18.454670399999998,73.8190089
14,Kondhwa,18.4779905,73.8940627
15,Bhugaon,20.9493663,79.93758331482715
16,Hinjawadi,18.5927532,73.7382151
17,Koregaon Park,18.5377173,73.8929915
18,Katraj,18.4536792,73.8563196
19,Sinhgad Road,18.454670399999998,73.8190089
20,Sinhgad Road,18.454670399999998,73.8190089
21,Nigdi,18.6607674,73.7778262
22,Kondhwa,18.4779905,73.8940627
23,Swargate,18.49968545,73.85688275180982
24,Wakad,18.6022495,73.7644454
25,Baner,19.5322824,82.8086975
26,Chinchwad,18.6403548,73.7917128
27,Akurdi,18.6486364,73.764716
28,Senapati Bapat Road,19.0121711,72.8360819
29,Hinjawadi,18.5927532,73.7382151
30,Kothrud,18.5038889,73.807673
31,Dhankawadi,18.4652208,73.8495579
32,Viman Nagar,17.4467567,78.4838203
33,Wagholi,21.196801,77.92382070488121
34,Camp Area,23.2449345,69.6795416
35,Kothrud,18.5038889,73.807673
36,Nigdi,18.6607674,73.7778262
37,Nigdi,18.6607674,73.7778262
38,Wanowrie,18.4883683,73.8986672
39,Hadapsar,18.526967,73.9278252
40,Kharadi,18.5512763,73.9416575
41,Hinjawadi,18.5927532,73.7382151
42,Hinjawadi,18.5927532,73.7382151
43,Lohegaon,18.580374900000002,73.9182264958952
44,Vishrantwadi,18.57263,73.87825
45,Chandan Nagar,26.740462,94.22056457187594
46,Mulshi Road,18.611846,73.7171417
47,Viman Nagar,17.4467567,78.4838203
48,Kondhwa,18.4779905,73.8940627
49,Karve Nagar,18.4894205,73.821347
50,Camp Area,23.2449345,69.6795416
51,Pimpri,18.6229526,73.8025117
52,Model Colony,18.5314302,73.8374513
53,Baner,19.5322824,82.8086975
54,FC Road,18.5156952,73.8420323
55,Bavdhan,18.5209541,73.7780873
56,Ravet,18.643269,73.7450557
57,Tilak Road,25.4319157,81.8384116
58,Sinhgad Road,18.454670399999998,73.8190089
59,Pimpri,18.6229526,73.8025117
60,Kothrud,18.5038889,73.807673
61,Mundhwa,18.5336727,73.9317831
62,Dhankawadi,18.4652208,73.8495579
63,Pimple Saudagar,18.5981553,73.7977661
64,Bavdhan,18.5209541,73.7780873
65,Viman Nagar,17.4467567,78.4838203
66,Hadapsar,18.526967,73.9278252
67,Pimpri,18.6229526,73.8025117
68,Hadapsar,18.526967,73.9278252
69,Baner,19.5322824,82.8086975
70,Kharadi,18.5512763,73.9416575
71,Hadapsar,18.526967,73.9278252
72,Bibvewadi,18.4781739,73.862105
73,Baner,19.5322824,82.8086975
74,Kharadi,18.5512763,73.9416575
75,Dange Chowk,18.6156694,73.765352
76,Dange Chowk,18.6156694,73.765352
77,Kothrud,18.5038889,73.807673
78,Katraj,18.4536792,73.8563196
79,Pimpri,18.6229526,73.8025117
80,Dhanori,21.2248362,80.0915946
81,Satara Road,17.7674338,74.1126563
82,Baner,19.5322824,82.8086975
83,Wakad,18.6022495,73.7644454
84,Erandwane,,
85,Pimpri,18.6229526,73.8025117
86,Hadapsar,18.526967,73.9278252
87,Sinhgad Road,18.454670399999998,73.8190089
88,MG Road,12.9755264,77.6067902
89,Mulshi Road,18.611846,73.7171417
90,Wagholi,21.196801,77.92382070488121
91,Chinchwad,18.6403548,73.7917128
92,Hinjawadi,18.5927532,73.7382151
93,Koregaon Park,18.5377173,73.8929915
94,Wakad,18.6022495,73.7644454
95,Pimple Saudagar,18.5981553,73.7977661
96,Nigdi,18.6607674,73.7778262
97,NIBM Road,18.46855,73.9005278
98,Kharadi,18.5512763,73.9416575
99,Pimple Saudagar,18.5981553,73.7977661
100,Katraj,18.4536792,73.8563196
101,Chinchwad,18.6403548,73.7917128
102,Kothrud Area,,
103,Sinhgad Road,18.454670399999998,73.8190089
104,Kalyani Nagar,18.5481732,73.90075640909583
105,Viman Nagar,17.4467567,78.4838203
106,Baner,19.5322824,82.8086975
107,Kharadi,18.5512763,73.9416575
108,Sadashiv Peth,18.5107764,73.8502149
109,Kothrud,18.5038889,73.807673
110,Balewadi,18.5820266,73.7689831
111,Lonavala,18.7548563,73.4016729
112,Parvati,16.0395701,75.7898501
113,Chinchwad,18.6403548,73.7917128
114,Pimple Gurav,18.5874457,73.8213076
115,Mundhwa,18.5336727,73.9317831
116,Magarpatta,18.5111545,73.92738227328095
117,Hadapsar,18.526967,73.9278252
118,NIBM Road,18.46855,73.9005278
119,Hadapsar,18.526967,73.9278252
120,Kothrud,18.5038889,73.807673
121,Dhankawadi,18.4652208,73.8495579
122,Warje,18.4820444,73.8001705
123,Rasta Peth,17.6588359,75.9056344
124,Chinchwad,18.6403548,73.7917128
125,Bavdhan,18.5209541,73.7780873
126,Pimple Saudagar,18.5981553,73.7977661
127,Hadapsar,18.526967,73.9278252
128,Pimpri,18.6229526,73.8025117
129,Satara Road,17.7674338,74.1126563
130,Kondhwa,18.4779905,73.8940627
131,Chinchwad,18.6403548,73.7917128
132,NIBM Road,18.46855,73.9005278
133,Nigdi,18.6607674,73.7778262
134,Pashan,18.5386704,73.7952542
135,Koregaon Park,18.5377173,73.8929915
136,Bibvewadi,18.4781739,73.862105
137,Narhe,18.1919971,73.8594505
138,Magarpatta,18.5111545,73.92738227328095
139,Budhwar Peth,19.5384168,78.2604003
140,East Street,51.1475899,-2.6590025
141,Narhe,18.1919971,73.8594505
142,Pimple Saudagar,18.5981553,73.7977661
143,Viman Nagar,17.4467567,78.4838203
144,Kondhwa,18.4779905,73.8940627
145,Chinchwad,18.6403548,73.7917128
146,Sadashiv Peth,18.5107764,73.8502149
147,Pimple Saudagar,18.5981553,73.7977661
148,JM Road,17.954716400000002,-76.88343317312439
149,Lonavala,18.7548563,73.4016729
150,Hinjawadi,18.5927532,73.7382151
151,FC Road,18.5156952,73.8420323
152,Bavdhan,18.5209541,73.7780873
153,Pimpri,18.6229526,73.8025117
154,JM Road,17.954716400000002,-76.88343317312439
155,Kharadi,18.5512763,73.9416575
156,Salunkhe Vihar Road,18.4817595,73.8975331
157,Pimpri,18.6229526,73.8025117
158,Bibvewadi,18.4781739,73.862105
159,Nigdi,18.6607674,73.7778262
160,Kondhwa,18.4779905,73.8940627
161,Rasta Peth,17.6588359,75.9056344
162,Wakad,18.6022495,73.7644454
163,Sinhgad Road,18.454670399999998,73.8190089
164,Lohegaon,18.580374900000002,73.9182264958952
165,Pimple Saudagar,18.5981553,73.7977661
166,Bund Garden Road,18.5328634,73.8790124
167,Pimple Saudagar,18.5981553,73.7977661
168,Wakad,18.6022495,73.7644454
169,Sadashiv Peth,18.5107764,73.8502149
170,Viman Nagar,17.4467567,78.4838203
171,Hadapsar,18.526967,73.9278252
172,Magarpatta,18.5111545,73.92738227328095
173,Katraj,18.4536792,73.8563196
174,Kothrud,18.5038889,73.807673
175,Camp Area,23.2449345,69.6795416
176,Wakad,18.6022495,73.7644454
177,Sadashiv Peth,18.5107764,73.8502149
178,Pimple Gurav,18.5874457,73.8213076
179,Dhanori,21.2248362,80.0915946
180,Chinchwad,18.6403548,73.7917128
181,Salunkhe Vihar Road,18.4817595,73.8975331
182,Viman Nagar,17.4467567,78.4838203
183,Katraj,18.4536792,73.8563196
184,Dhankawadi,18.4652208,73.8495579
185,Hinjawadi,18.5927532,73.7382151
186,Wagholi,21.196801,77.92382070488121
187,Karve Nagar,18.4894205,73.821347
188,Sinhgad Road,18.454670399999998,73.8190089
189,Pimpri,18.6229526,73.8025117
190,Dhanori,21.2248362,80.0915946
191,Wakad,18.6022495,73.7644454
192,Kothrud,18.5038889,73.807673
193,Nigdi,18.6607674,73.7778262
194,Baner,19.5322824,82.8086975
195,Kothrud,18.5038889,73.807673
196,Bibvewadi,18.4781739,73.862105
197,Aundh,18.5618834,73.8101957
198,Kothrud,18.5038889,73.807673
199,Katraj,18.4536792,73.8563196
200,Hinjawadi,18.5927532,73.7382151
201,Shivane,17.5198328,75.1459265
202,Kharadi,18.5512763,73.9416575
203,Balewadi,18.5820266,73.7689831
204,Narhe,18.1919971,73.8594505
205,Akurdi,18.6486364,73.764716
206,Wakad,18.6022495,73.7644454
207,Pune University,18.5418672,73.8269998
208,Bund Garden Road,18.5328634,73.8790124
209,Pimple Saudagar,18.5981553,73.7977661
210,Hinjawadi,18.5927532,73.7382151
