,Address,Latitude,Longitude
0,Wagholi,21.196801,77.92382070488121
1,Kothrud,18.5038889,73.807673
2,Pimpri,18.6229526,73.8025117
3,Dange Chowk,18.6156694,73.765352
4,Katraj,18.4536792,73.8563196
5,Ravet,18.643269,73.7450557
6,Ravet,18.643269,73.7450557
7,Nigdi,18.6607674,73.7778262
8,Senapati Bapat Road,19.0121711,72.8360819
9,Aundh,18.5618834,73.8101957
10,Aundh,18.5618834,73.8101957
11,Erandwane,,
12,Erandwane,,
13,Hinjawadi,18.5927532,73.7382151
14,Hinjawadi,18.5927532,73.7382151
15,Baner,19.5322824,82.8086975
16,Akurdi,18.6486364,73.764716
17,Dhankawadi,18.4652208,73.8495579
18,Chinchwad,18.6403548,73.7917128
19,Bhosari,18.6210093,73.8501298
20,Akurdi,18.6486364,73.764716
21,Pimple Saudagar,18.5981553,73.7977661
22,Wagholi,21.196801,77.92382070488121
23,Karve Nagar,18.4894205,73.821347
24,Kothrud,18.5038889,73.807673
25,Nigdi,18.6607674,73.7778262
26,Law College Road,27.4901605,95.3619379
27,Lonavala,18.7548563,73.4016729
28,Chinchwad,18.6403548,73.7917128
29,Hinjawadi,18.5927532,73.7382151
30,Aundh,18.5618834,73.8101957
31,Camp Area,23.2449345,69.6795416
32,Salunkhe Vihar Road,18.4817595,73.8975331
33,Viman Nagar,17.4467567,78.4838203
34,Nigdi,18.6607674,73.7778262
35,Chinchwad,18.6403548,73.7917128
36,Hinjawadi,18.5927532,73.7382151
37,Karve Nagar,18.4894205,73.821347
38,Bavdhan,18.5209541,73.7780873
39,Baner,19.5322824,82.8086975
40,Dhanori,21.2248362,80.0915946
41,Wanowrie,18.4883683,73.8986672
42,Viman Nagar,17.4467567,78.4838203
43,Pimple Saudagar,18.5981553,73.7977661
44,Wakad,18.6022495,73.7644454
45,Wakad,18.6022495,73.7644454
46,Bibvewadi,18.4781739,73.862105
47,Pashan,18.5386704,73.7952542
48,Salunkhe Vihar Road,18.4817595,73.8975331
49,Viman Nagar,17.4467567,78.4838203
50,Senapati Bapat Road,19.0121711,72.8360819
51,Kothrud,18.5038889,73.807673
52,Aundh,18.5618834,73.8101957
53,Kalyani Nagar,18.5481732,73.90075640909583
54,Dhole Patil Road,18.5348981,73.8767104
55,Aundh,18.5618834,73.8101957
56,Baner,19.5322824,82.8086975
57,Shivaji Nagar,25.88455445,86.03985031384562
58,Kothrud,18.5038889,73.807673
59,Pimple Saudagar,18.5981553,73.7977661
60,Sadashiv Peth,18.5107764,73.8502149
61,Pimple Saudagar,18.5981553,73.7977661
62,Kharadi,18.5512763,73.9416575
63,Wanowrie Kondhwa Area,,
64,Kharadi,18.5512763,73.9416575
65,Wakad,18.6022495,73.7644454
66,Aundh,18.5618834,73.8101957
67,Satara Road,17.7674338,74.1126563
68,Hadapsar,18.526967,73.9278252
69,Kothrud,18.5038889,73.807673
70,Pimple Gurav,18.5874457,73.8213076
71,Wagholi,21.196801,77.92382070488121
