,Address,Latitude,Longitude
0,Kharadi,18.5512763,73.9416575
1,Camp Area,23.2449345,69.6795416
2,Baner,19.5322824,82.8086975
3,Wakad,18.6022495,73.7644454
4,Wagholi,21.196801,77.92382070488121
5,Sadashiv Peth,18.5107764,73.8502149
6,Koregaon Park,18.5377173,73.8929915
7,Kondhwa,18.4779905,73.8940627
8,Kondhwa,18.4779905,73.8940627
9,Chandan Nagar,26.740462,94.22056457187594
10,Wakad,18.6022495,73.7644454
11,Dhankawadi,18.4652208,73.8495579
12,Viman Nagar,17.4467567,78.4838203
13,Wakad,18.6022495,73.7644454
14,Kothrud,18.5038889,73.807673
15,Pune-Solapur Road,18.5062919,73.9084009
16,Baner,19.5322824,82.8086975
17,Viman Nagar,17.4467567,78.4838203
18,Pimple Saudagar,18.5981553,73.7977661
19,Hinjawadi,18.5927532,73.7382151
20,Bibvewadi,18.4781739,73.862105
21,Viman Nagar,17.4467567,78.4838203
22,Pimpri,18.6229526,73.8025117
23,Warje,18.4820444,73.8001705
24,Wakad,18.6022495,73.7644454
25,Sus,43.3070291,-0.7653504
26,Pimple Saudagar,18.5981553,73.7977661
27,Deccan Gymkhana,18.5158926,73.84116
28,Hinjawadi,18.5927532,73.7382151
29,Aundh,18.5618834,73.8101957
30,Viman Nagar,17.4467567,78.4838203
31,Wakad,18.6022495,73.7644454
32,Kothrud,18.5038889,73.807673
33,Satara Road,17.7674338,74.1126563
34,Kharadi,18.5512763,73.9416575
35,Akurdi,18.6486364,73.764716
36,Magarpatta,18.5111545,73.92738227328095
37,NIBM Road,18.46855,73.9005278
38,Bhosari,18.6210093,73.8501298
39,Viman Nagar,17.4467567,78.4838203
40,Katraj,18.4536792,73.8563196
41,Ravet,18.643269,73.7450557
42,Viman Nagar,17.4467567,78.4838203
43,Bavdhan,18.5209541,73.7780873
44,Karve Nagar,18.4894205,73.821347
45,Dhankawadi,18.4652208,73.8495579
46,Hinjawadi,18.5927532,73.7382151
47,Sadashiv Peth,18.5107764,73.8502149
48,Shivaji Nagar,25.88455445,86.03985031384562
49,Katraj,18.4536792,73.8563196
50,Magarpatta,18.5111545,73.92738227328095
51,Lonavala,18.7548563,73.4016729
52,Salunkhe Vihar Road,18.4817595,73.8975331
53,Kothrud,18.5038889,73.807673
54,Kondhwa,18.4779905,73.8940627
55,Viman Nagar,17.4467567,78.4838203
56,Hadapsar,18.526967,73.9278252
57,Dhankawadi,18.4652208,73.8495579
58,Viman Nagar,17.4467567,78.4838203
59,Kothrud,18.5038889,73.807673
60,Kothrud,18.5038889,73.807673
61,NIBM Road,18.46855,73.9005278
62,Hadapsar,18.526967,73.9278252
63,Hinjawadi,18.5927532,73.7382151
64,Sinhgad Road,18.454670399999998,73.8190089
65,Kharadi,18.5512763,73.9416575
66,Pimpri,18.6229526,73.8025117
67,Satara Road,17.7674338,74.1126563
68,Pune University,18.5418672,73.8269998
69,Wadgaon Sheri,18.5504406,73.9171674562999
70,Kothrud,18.5038889,73.807673
71,Hinjawadi,18.5927532,73.7382151
72,Erandwane,,
73,Hinjawadi,18.5927532,73.7382151
74,Parvati,16.0395701,75.7898501
75,Pune-Solapur Road,18.5062919,73.9084009
76,Camp Area,23.2449345,69.6795416
77,JM Road,17.954716400000002,-76.88343317312439
78,Katraj,18.4536792,73.8563196
79,Wadgaon Sheri,18.5504406,73.9171674562999
80,Kharadi,18.5512763,73.9416575
81,East Street,51.1475899,-2.6590025
82,Baner,19.5322824,82.8086975
83,Senapati Bapat Road,19.0121711,72.8360819
84,JM Road,17.954716400000002,-76.88343317312439
85,NIBM Road,18.46855,73.9005278
86,Sinhgad Road,18.454670399999998,73.8190089
87,Hinjawadi,18.5927532,73.7382151
88,Bhosari,18.6210093,73.8501298
89,NIBM Road,18.46855,73.9005278
90,Viman Nagar,17.4467567,78.4838203
91,Karve Nagar,18.4894205,73.821347
92,Katraj,18.4536792,73.8563196
93,Kharadi,18.5512763,73.9416575
94,Yerawada,18.5656319,73.8865762
95,Vishrantwadi,18.57263,73.87825
96,Parvati,16.0395701,75.7898501
97,Salunkhe Vihar Road,18.4817595,73.8975331
98,Kothrud,18.5038889,73.807673
99,Pimpri,18.6229526,73.8025117
100,Hadapsar,18.526967,73.9278252
101,Karve Nagar,18.4894205,73.821347
102,Deccan Gymkhana,18.5158926,73.84116
103,Pimple Saudagar,18.5981553,73.7977661
104,Nigdi,18.6607674,73.7778262
105,Yerawada,18.5656319,73.8865762
106,Kothrud,18.5038889,73.807673
107,Bavdhan,18.5209541,73.7780873
108,Viman Nagar,17.4467567,78.4838203
109,Hinjawadi,18.5927532,73.7382151
110,Senapati Bapat Road,19.0121711,72.8360819
111,Hinjawadi,18.5927532,73.7382151
112,Sinhgad Road,18.454670399999998,73.8190089
113,Kothrud,18.5038889,73.807673
114,Pimple Nilakh,18.5696793,73.7940824
115,JM Road,17.954716400000002,-76.88343317312439
116,JM Road,17.954716400000002,-76.88343317312439
117,Wadgaon Sheri,18.5504406,73.9171674562999
118,Wakad,18.6022495,73.7644454
119,Ravet,18.643269,73.7450557
120,Satara Road,17.7674338,74.1126563
121,Akurdi,18.6486364,73.764716
122,NIBM Road,18.46855,73.9005278
123,Sinhgad Road,18.454670399999998,73.8190089
124,Kondhwa,18.4779905,73.8940627
125,Bibvewadi,18.4781739,73.862105
126,Wadgaon Sheri,18.5504406,73.9171674562999
127,Hadapsar,18.526967,73.9278252
128,Viman Nagar,17.4467567,78.4838203
129,Ravet,18.643269,73.7450557
130,Shaniwar Peth,17.2755514,74.1826652
131,Viman Nagar,17.4467567,78.4838203
132,Hadapsar,18.526967,73.9278252
133,Katraj,18.4536792,73.8563196
134,Nigdi,18.6607674,73.7778262
135,Kothrud,18.5038889,73.807673
136,Dhankawadi,18.4652208,73.8495579
137,Lonavala,18.7548563,73.4016729
138,Khadakwasla,18.4392428,73.7757659
139,Pimple Saudagar,18.5981553,73.7977661
140,Wagholi,21.196801,77.92382070488121
141,Viman Nagar,17.4467567,78.4838203
142,Bund Garden Road,18.5328634,73.8790124
143,Kondhwa,18.4779905,73.8940627
144,Chinchwad,18.6403548,73.7917128
145,NIBM Road,18.46855,73.9005278
146,Pimple Gurav,18.5874457,73.8213076
147,Viman Nagar,17.4467567,78.4838203
148,Sinhgad Road,18.454670399999998,73.8190089
149,Baner,19.5322824,82.8086975
150,Pimple Saudagar,18.5981553,73.7977661
151,Hinjawadi,18.5927532,73.7382151
152,Viman Nagar,17.4467567,78.4838203
153,JM Road,17.954716400000002,-76.88343317312439
154,Balewadi,18.5820266,73.7689831
155,Wakad,18.6022495,73.7644454
156,Aundh,18.5618834,73.8101957
157,Aundh,18.5618834,73.8101957
158,Kothrud,18.5038889,73.807673
159,Parvati,16.0395701,75.7898501
160,Baner,19.5322824,82.8086975
161,Dhole Patil Road,18.5348981,73.8767104
162,Aundh,18.5618834,73.8101957
163,Lonavala,18.7548563,73.4016729
164,Wadgaon Sheri,18.5504406,73.9171674562999
165,MG Road,12.9755264,77.6067902
166,Katraj,18.4536792,73.8563196
167,Nigdi,18.6607674,73.7778262
168,Viman Nagar,17.4467567,78.4838203
169,Chinchwad,18.6403548,73.7917128
170,Viman Nagar,17.4467567,78.4838203
171,Wakad,18.6022495,73.7644454
172,Bavdhan,18.5209541,73.7780873
173,Baner,19.5322824,82.8086975
174,Katraj,18.4536792,73.8563196
175,Wakad,18.6022495,73.7644454
176,Wakad,18.6022495,73.7644454
177,Viman Nagar,17.4467567,78.4838203
178,Baner,19.5322824,82.8086975
179,Kothrud Area,,
180,Dhankawadi,18.4652208,73.8495579
181,Sinhgad Road,18.454670399999998,73.8190089
182,Baner,19.5322824,82.8086975
183,Kharadi,18.5512763,73.9416575
184,Hadapsar,18.526967,73.9278252
185,Magarpatta,18.5111545,73.92738227328095
186,Wakad,18.6022495,73.7644454
187,Pimple Saudagar,18.5981553,73.7977661
188,Kharadi,18.5512763,73.9416575
189,Dhanori,21.2248362,80.0915946
190,Magarpatta,18.5111545,73.92738227328095
191,NIBM Road,18.46855,73.9005278
192,Hadapsar,18.526967,73.9278252
193,Kharadi,18.5512763,73.9416575
194,Viman Nagar,17.4467567,78.4838203
195,Baner,19.5322824,82.8086975
196,Senapati Bapat Road,19.0121711,72.8360819
197,Sadashiv Peth,18.5107764,73.8502149
198,Pimple Saudagar,18.5981553,73.7977661
199,Kothrud,18.5038889,73.807673
200,East Street,51.1475899,-2.6590025
201,Bavdhan,18.5209541,73.7780873
202,Khadki,18.5681753,73.8507787
203,Wakad,18.6022495,73.7644454
204,Tilak Road,25.4319157,81.8384116
205,Pimple Saudagar,18.5981553,73.7977661
206,East Street,51.1475899,-2.6590025
207,NIBM Road,18.46855,73.9005278
208,Hadapsar,18.526967,73.9278252
209,Chinchwad,18.6403548,73.7917128
210,Mundhwa,18.5336727,73.9317831
211,Viman Nagar,17.4467567,78.4838203
212,Shivaji Nagar,25.88455445,86.03985031384562
213,Koregaon Park,18.5377173,73.8929915
214,Kalyani Nagar,18.5481732,73.90075640909583
215,FC Road,18.5156952,73.8420323
216,Viman Nagar,17.4467567,78.4838203
217,Bibvewadi,18.4781739,73.862105
218,Hadapsar,18.526967,73.9278252
219,Chinchwad,18.6403548,73.7917128
220,Hinjawadi,18.5927532,73.7382151
221,Kothrud,18.5038889,73.807673
222,Wakad,18.6022495,73.7644454
223,Mundhwa,18.5336727,73.9317831
224,Kondhwa,18.4779905,73.8940627
225,Hinjawadi,18.5927532,73.7382151
226,Akurdi,18.6486364,73.764716
227,Baner,19.5322824,82.8086975
228,Baner,19.5322824,82.8086975
229,Wakad,18.6022495,73.7644454
230,Pimple Saudagar,18.5981553,73.7977661
231,Pimple Nilakh,18.5696793,73.7940824
232,Aundh,18.5618834,73.8101957
233,Katraj,18.4536792,73.8563196
234,Sadashiv Peth,18.5107764,73.8502149
235,Sinhgad Road,18.454670399999998,73.8190089
236,Kothrud,18.5038889,73.807673
237,NIBM Road,18.46855,73.9005278
238,Aundh,18.5618834,73.8101957
239,Kharadi,18.5512763,73.9416575
240,Kharadi,18.5512763,73.9416575
241,Kondhwa,18.4779905,73.8940627
242,Wakad,18.6022495,73.7644454
243,Hadapsar,18.526967,73.9278252
244,Kondhwa,18.4779905,73.8940627
245,Koregaon Park,18.5377173,73.8929915
246,Chinchwad,18.6403548,73.7917128
247,Sinhgad Road,18.454670399999998,73.8190089
248,Pune-Solapur Road,18.5062919,73.9084009
249,Sinhgad Road,18.454670399999998,73.8190089
250,Koregaon Park,18.5377173,73.8929915
251,KP and Kalyani,,
252,Hinjawadi,18.5927532,73.7382151
253,Dhankawadi,18.4652208,73.8495579
254,Dhankawadi,18.4652208,73.8495579
255,Pimple Gurav,18.5874457,73.8213076
256,Karve Nagar,18.4894205,73.821347
257,Pimple Gurav,18.5874457,73.8213076
258,Aundh,18.5618834,73.8101957
259,Law College Road,27.4901605,95.3619379
260,Lohegaon,18.580374900000002,73.9182264958952
261,Vishrantwadi,18.57263,73.87825
262,Magarpatta,18.5111545,73.92738227328095
263,Sadashiv Peth,18.5107764,73.8502149
264,Hadapsar,18.526967,73.9278252
265,Wakad,18.6022495,73.7644454
266,Budhwar Peth,19.5384168,78.2604003
267,Dhole Patil Road,18.5348981,73.8767104
268,Khadki,18.5681753,73.8507787
269,Satara Road,17.7674338,74.1126563
270,Salunkhe Vihar Road,18.4817595,73.8975331
271,Aundh,18.5618834,73.8101957
272,Dhole Patil Road,18.5348981,73.8767104
273,Sinhgad Road,18.454670399999998,73.8190089
274,Baner,19.5322824,82.8086975
275,Pimple Gurav,18.5874457,73.8213076
276,Model Colony,18.5314302,73.8374513
277,Magarpatta,18.5111545,73.92738227328095
278,Wanowrie,18.4883683,73.8986672
279,Baner,19.5322824,82.8086975
280,Ravet,18.643269,73.7450557
281,Katraj,18.4536792,73.8563196
282,Hinjawadi,18.5927532,73.7382151
283,Viman Nagar,17.4467567,78.4838203
284,Wagholi,21.196801,77.92382070488121
285,Pimple Saudagar,18.5981553,73.7977661
286,Sadashiv Peth,18.5107764,73.8502149
287,Sinhgad Road,18.454670399999998,73.8190089
288,Kondhwa,18.4779905,73.8940627
289,Pimpri,18.6229526,73.8025117
290,FC Road,18.5156952,73.8420323
291,Kothrud,18.5038889,73.807673
292,Sadashiv Peth,18.5107764,73.8502149
293,Kharadi,18.5512763,73.9416575
294,Chinchwad,18.6403548,73.7917128
295,Bibvewadi,18.4781739,73.862105
296,Pimpri Chinchwad Area,,
297,Wagholi,21.196801,77.92382070488121
298,Aundh,18.5618834,73.8101957
299,Pashan,18.5386704,73.7952542
300,Sinhgad Road,18.454670399999998,73.8190089
301,Baner,19.5322824,82.8086975
302,Wadgaon Sheri,18.5504406,73.9171674562999
303,Narhe,18.1919971,73.8594505
304,Dange Chowk,18.6156694,73.765352
305,Aundh,18.5618834,73.8101957
306,Pimple Saudagar,18.5981553,73.7977661
307,Wakad,18.6022495,73.7644454
308,Mundhwa,18.5336727,73.9317831
309,Kharadi,18.5512763,73.9416575
310,Sus,43.3070291,-0.7653504
311,Erandwane,,
312,Akurdi,18.6486364,73.764716
313,Kalyani Nagar,18.5481732,73.90075640909583
314,Hinjawadi,18.5927532,73.7382151
315,Baner,19.5322824,82.8086975
316,Kharadi,18.5512763,73.9416575
317,Deccan Gymkhana,18.5158926,73.84116
318,Baner,19.5322824,82.8086975
319,Narhe,18.1919971,73.8594505
320,Sinhgad Road,18.454670399999998,73.8190089
321,Baner,19.5322824,82.8086975
